
2 Thor and 1 Marines in 6:30 min:26.0155744077
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Marine|Factory|Refinery|Armory|Factory_Tech_Lab|Supply_Depot|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Marine
13 Factory
14 Refinery
15 Armory
16 Factory_Tech_Lab
17 Supply_Depot
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0155744077
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Marine|Factory|Refinery|Armory|Supply_Depot|Factory_Tech_Lab|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Marine
13 Factory
14 Refinery
15 Armory
16 Supply_Depot
17 Factory_Tech_Lab
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0155744077
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Marine|Factory|Refinery|Factory_Tech_Lab|Supply_Depot|Armory|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Marine
13 Factory
14 Refinery
15 Factory_Tech_Lab
16 Supply_Depot
17 Armory
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0155744077
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Marine|Factory|Refinery|Factory_Tech_Lab|Armory|Supply_Depot|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Marine
13 Factory
14 Refinery
15 Factory_Tech_Lab
16 Armory
17 Supply_Depot
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0155744077
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Marine|Factory|Refinery|Supply_Depot|Armory|Factory_Tech_Lab|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Marine
13 Factory
14 Refinery
15 Supply_Depot
16 Armory
17 Factory_Tech_Lab
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0155744077
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Marine|Factory|Refinery|Factory_Tech_Lab|Armory|Supply_Depot|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Marine
13 Factory
14 Refinery
15 Factory_Tech_Lab
16 Armory
17 Supply_Depot
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0140154333
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Factory|Marine|Refinery|Armory|Factory_Tech_Lab|Supply_Depot|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Factory
13 Marine
14 Refinery
15 Armory
16 Factory_Tech_Lab
17 Supply_Depot
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0140154333
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Factory|Marine|Refinery|Armory|Supply_Depot|Factory_Tech_Lab|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Factory
13 Marine
14 Refinery
15 Armory
16 Supply_Depot
17 Factory_Tech_Lab
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0140154333
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Factory|Marine|Refinery|Supply_Depot|Armory|Factory_Tech_Lab|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Factory
13 Marine
14 Refinery
15 Supply_Depot
16 Armory
17 Factory_Tech_Lab
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0140154333
SCV|SCV|SCV|SCV|Supply_Depot|SCV|Refinery|Barracks|SCV|SCV|SCV|Factory|Marine|Refinery|Factory_Tech_Lab|Armory|Supply_Depot|Thor|Barracks_Tech_Lab|Thor
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 Refinery
8 Barracks
9 SCV
10 SCV
11 SCV
12 Factory
13 Marine
14 Refinery
15 Factory_Tech_Lab
16 Armory
17 Supply_Depot
18 Thor
19 Barracks_Tech_Lab
20 Thor
2 Thor and 1 Marines in 6:30 min:26.0140154333
