
22 SCV and 2 Siege_Tank in 6:30 min:9980.82024075
SCV|SCV|SCV|SCV|Supply_Depot|SCV|SCV|SCV|Refinery|Barracks|SCV|Supply_Depot|SCV|SCV|SCV|Marine|SCV|SCV|Factory|Orbital_Command|SCV|Barracks|Marine|SCV|MULE|Refinery|SCV|Marine|Supply_Depot|Factory_Tech_Lab|SCV|Marine|Marine|SCV|Marine|Factory|Supply_Depot|Siege_Tank|SCV|Marine|Supply_Depot|Marine|SCV|Marine|MULE|SCV|Siege_Tank|Marine|Marine|SCV|Marine|Command_Center|Marine
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 SCV
8 SCV
9 Refinery
10 Barracks
11 SCV
12 Supply_Depot
13 SCV
14 SCV
15 SCV
16 Marine
17 SCV
18 SCV
19 Factory
20 Orbital_Command
21 SCV
22 Barracks
23 Marine
24 SCV
25 MULE
26 Refinery
27 SCV
28 Marine
29 Supply_Depot
30 Factory_Tech_Lab
31 SCV
32 Marine
33 Marine
34 SCV
35 Marine
36 Factory
37 Supply_Depot
38 Siege_Tank
39 SCV
40 Marine
41 Supply_Depot
42 Marine
43 SCV
44 Marine
45 MULE
46 SCV
47 Siege_Tank
48 Marine
49 Marine
50 SCV
51 Marine
52 Command_Center
53 Marine
22 SCV and 2 Siege_Tank in 6:30 min:9980.82024075
SCV|SCV|SCV|SCV|Supply_Depot|SCV|SCV|SCV|Refinery|Barracks|SCV|SCV|SCV|SCV|Supply_Depot|Marine|SCV|SCV|Factory|Orbital_Command|SCV|Barracks|Marine|SCV|MULE|Refinery|SCV|Marine|Supply_Depot|Factory_Tech_Lab|SCV|Marine|Marine|SCV|Marine|Supply_Depot|Factory|Siege_Tank|SCV|Marine|Supply_Depot|Marine|SCV|Marine|MULE|SCV|Siege_Tank|Marine|Marine|SCV|Marine|Command_Center|Marine
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 SCV
8 SCV
9 Refinery
10 Barracks
11 SCV
12 SCV
13 SCV
14 SCV
15 Supply_Depot
16 Marine
17 SCV
18 SCV
19 Factory
20 Orbital_Command
21 SCV
22 Barracks
23 Marine
24 SCV
25 MULE
26 Refinery
27 SCV
28 Marine
29 Supply_Depot
30 Factory_Tech_Lab
31 SCV
32 Marine
33 Marine
34 SCV
35 Marine
36 Supply_Depot
37 Factory
38 Siege_Tank
39 SCV
40 Marine
41 Supply_Depot
42 Marine
43 SCV
44 Marine
45 MULE
46 SCV
47 Siege_Tank
48 Marine
49 Marine
50 SCV
51 Marine
52 Command_Center
53 Marine
22 SCV and 2 Siege_Tank in 6:30 min:9980.82024075
SCV|SCV|SCV|SCV|Supply_Depot|SCV|SCV|SCV|Refinery|Barracks|SCV|SCV|SCV|Supply_Depot|SCV|Marine|SCV|SCV|Orbital_Command|Factory|SCV|Barracks|Marine|SCV|MULE|Refinery|SCV|Marine|Supply_Depot|SCV|Marine|Factory_Tech_Lab|Marine|SCV|Marine|Factory|Supply_Depot|Siege_Tank|SCV|Marine|Supply_Depot|Marine|SCV|Marine|MULE|SCV|Siege_Tank|Marine|Marine|SCV|Marine|Command_Center|Marine
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 SCV
8 SCV
9 Refinery
10 Barracks
11 SCV
12 SCV
13 SCV
14 Supply_Depot
15 SCV
16 Marine
17 SCV
18 SCV
19 Orbital_Command
20 Factory
21 SCV
22 Barracks
23 Marine
24 SCV
25 MULE
26 Refinery
27 SCV
28 Marine
29 Supply_Depot
30 SCV
31 Marine
32 Factory_Tech_Lab
33 Marine
34 SCV
35 Marine
36 Factory
37 Supply_Depot
38 Siege_Tank
39 SCV
40 Marine
41 Supply_Depot
42 Marine
43 SCV
44 Marine
45 MULE
46 SCV
47 Siege_Tank
48 Marine
49 Marine
50 SCV
51 Marine
52 Command_Center
53 Marine
22 SCV and 2 Siege_Tank in 6:30 min:9980.82024075
SCV|SCV|SCV|SCV|Supply_Depot|SCV|SCV|SCV|Refinery|Barracks|SCV|SCV|Supply_Depot|SCV|SCV|Marine|SCV|SCV|Orbital_Command|Factory|SCV|Barracks|Marine|SCV|MULE|Refinery|SCV|Marine|Supply_Depot|Factory_Tech_Lab|SCV|Marine|Marine|SCV|Marine|Supply_Depot|Factory|Siege_Tank|SCV|Marine|Supply_Depot|Marine|SCV|MULE|Marine|SCV|Siege_Tank|Marine|Marine|SCV|Command_Center|Marine|Marine
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 SCV
8 SCV
9 Refinery
10 Barracks
11 SCV
12 SCV
13 Supply_Depot
14 SCV
15 SCV
16 Marine
17 SCV
18 SCV
19 Orbital_Command
20 Factory
21 SCV
22 Barracks
23 Marine
24 SCV
25 MULE
26 Refinery
27 SCV
28 Marine
29 Supply_Depot
30 Factory_Tech_Lab
31 SCV
32 Marine
33 Marine
34 SCV
35 Marine
36 Supply_Depot
37 Factory
38 Siege_Tank
39 SCV
40 Marine
41 Supply_Depot
42 Marine
43 SCV
44 MULE
45 Marine
46 SCV
47 Siege_Tank
48 Marine
49 Marine
50 SCV
51 Command_Center
52 Marine
53 Marine
22 SCV and 2 Siege_Tank in 6:30 min:9980.82024075
SCV|SCV|SCV|SCV|Supply_Depot|SCV|SCV|SCV|Refinery|Barracks|SCV|SCV|Supply_Depot|SCV|SCV|Marine|SCV|SCV|Orbital_Command|Factory|SCV|Barracks|Marine|SCV|MULE|Refinery|SCV|Marine|Supply_Depot|Factory_Tech_Lab|SCV|Marine|Marine|SCV|Marine|Supply_Depot|Factory|Siege_Tank|SCV|Marine|Supply_Depot|SCV|Marine|MULE|Marine|SCV|Siege_Tank|Marine|Marine|SCV|Command_Center|Marine|Marine
1 SCV
2 SCV
3 SCV
4 SCV
5 Supply_Depot
6 SCV
7 SCV
8 SCV
9 Refinery
